Attacker,Defender,Track,Outcome,Pit_Delta,Gap_Before,Tire_Delta,Def_Traffic_Gap,Att_Pit_Duration,Def_Pit_Duration,Track_Temp,Att_Hardness,Def_Hardness,Att_Compound,Def_Compound,Attacker_Lap,Defender_Lap,Target_Position
PER,SAI,Bahrain Grand Prix,fail,0.6280000000000001,2.883,2.0,20.308,24.917,24.289,27.0,1,2,SOFT,MEDIUM,43.0,44.0,2.0
ALO,OCO,Bahrain Grand Prix,success,-5.105,2.733,0.0,2.538,25.386,30.491,27.9,1,1,SOFT,SOFT,11.0,14.0,8.0
ALO,TSU,Bahrain Grand Prix,fail,0.37900000000000134,2.659,2.0,1.206,24.539,24.16,27.0,3,1,HARD,SOFT,42.0,44.0,10.0
HUL,LAT,Bahrain Grand Prix,fail,1.163999999999998,1.439,-6.0,7.937,25.799,24.635,26.7,2,2,MEDIUM,MEDIUM,44.0,45.0,17.0
RIC,HUL,Bahrain Grand Prix,success,-2.4269999999999996,2.067,-2.0,2.035,24.931,27.358,27.8,2,1,MEDIUM,SOFT,17.0,19.0,17.0
MSC,ALB,Bahrain Grand Prix,success,0.28200000000000003,2.826,-1.0,1.301,25.188,24.906,27.8,1,1,SOFT,SOFT,12.0,13.0,14.0
BOT,MAG,Saudi Arabian Grand Prix,unknown,0.40700000000000003,2.537,-20.0,8.926,22.789,22.382,27.6,3,3,HARD,HARD,35.0,37.0,7.0
GAS,BOT,Australian Grand Prix,fail,0.49599999999999866,-0.563,-1.0,0.196,18.909,18.413,36.8,2,2,MEDIUM,MEDIUM,21.0,22.0,14.0
PER,HAM,Australian Grand Prix,success,-0.5150000000000006,-0.524,-2.0,6.854,17.415,17.93,36.7,2,2,MEDIUM,MEDIUM,20.0,22.0,4.0
TSU,ZHO,Australian Grand Prix,success,0.05699999999999861,-0.598,-3.0,6.14,18.415,18.358,36.4,2,2,MEDIUM,MEDIUM,18.0,21.0,16.0
NOR,RIC,Australian Grand Prix,success,-0.5660000000000025,-0.754,-1.0,1.184,17.566,18.132,36.7,2,2,MEDIUM,MEDIUM,20.0,21.0,9.0
PER,LEC,Emilia Romagna Grand Prix,success,-1.4559999999999995,-0.935,-1.0,7.171,30.346,31.802,16.2,4,4,INTERMEDIATE,INTERMEDIATE,18.0,19.0,2.0
LEC,PER,Emilia Romagna Grand Prix,fail,0.3230000000000004,2.756,-2.0,19.292,30.059,29.736,16.9,2,2,MEDIUM,MEDIUM,49.0,50.0,2.0
VET,MAG,Emilia Romagna Grand Prix,success,-3.267999999999997,2.93,-1.0,9.126,30.486,33.754,16.2,4,4,INTERMEDIATE,INTERMEDIATE,17.0,18.0,7.0
ALO,GAS,Miami Grand Prix,fail,2.096,0.787,-1.0,9.325,21.596,19.5,46.5,2,2,MEDIUM,MEDIUM,15.0,16.0,7.0
MAG,MSC,Miami Grand Prix,success,-0.6739999999999995,-0.391,-2.0,0.596,19.736,20.41,45.6,2,2,MEDIUM,MEDIUM,12.0,14.0,12.0
SAI,TSU,Spanish Grand Prix,success,-0.8109999999999999,0.632,2.0,4.497,22.26,23.071,49.7,1,1,SOFT,SOFT,10.0,11.0,9.0
SAI,RIC,Spanish Grand Prix,success,0.142000000000003,1.537,-1.0,1.677,22.26,22.118,49.7,1,1,SOFT,SOFT,10.0,11.0,10.0
ALO,RIC,Spanish Grand Prix,success,0.2710000000000008,2.488,-4.0,1.677,22.389,22.118,49.7,1,1,SOFT,SOFT,10.0,11.0,10.0
TSU,MSC,Spanish Grand Prix,success,-0.5009999999999977,1.672,-3.0,4.804,23.071,23.572,49.7,1,1,SOFT,SOFT,11.0,12.0,8.0
RIC,MSC,Spanish Grand Prix,success,-1.4540000000000006,1.414,0.0,4.804,22.118,23.572,49.7,1,1,SOFT,SOFT,11.0,12.0,8.0
STR,GAS,Spanish Grand Prix,fail,-4.526,0.438,-3.0,3.068,23.398,27.924,49.4,1,2,SOFT,MEDIUM,27.0,29.0,14.0
ALO,NOR,Monaco Grand Prix,fail,-0.20599999999999952,-0.623,,14.192,24.501,24.707,27.6,5,4,WET,INTERMEDIATE,21.0,22.0,5.0
STR,GAS,Monaco Grand Prix,fail,-8.441000000000003,0.0,0.0,24.733,26.717,35.158,29.1,5,4,WET,INTERMEDIATE,1.0,2.0,18.0
STR,MSC,Monaco Grand Prix,fail,-0.7040000000000006,0.0,-3.0,16.419,26.717,27.421,29.1,5,5,WET,WET,1.0,4.0,17.0
ALB,ZHO,Monaco Grand Prix,fail,1.347999999999999,1.755,-1.0,0.64,26.948,25.6,27.1,5,5,WET,WET,18.0,19.0,17.0
OCO,HAM,Monaco Grand Prix,fail,0.43900000000000006,-0.177,,12.454,24.836,24.397,27.4,5,4,WET,INTERMEDIATE,21.0,22.0,8.0
MSC,ALB,Monaco Grand Prix,fail,9.892000000000003,0.391,-5.0,16.908,36.84,26.948,26.8,4,5,INTERMEDIATE,WET,17.0,18.0,19.0
MSC,ZHO,Monaco Grand Prix,fail,11.240000000000002,2.59,-6.0,0.64,36.84,25.6,26.8,4,5,INTERMEDIATE,WET,17.0,19.0,17.0
LAT,GAS,Monaco Grand Prix,fail,1.3639999999999972,0.0,0.0,24.733,36.522,35.158,29.1,5,4,WET,INTERMEDIATE,1.0,2.0,18.0
LAT,STR,Monaco Grand Prix,fail,3.7920000000000016,0.0,-1.0,4.287,36.522,32.73,29.1,5,5,WET,WET,1.0,2.0,19.0
LAT,MSC,Monaco Grand Prix,fail,9.100999999999999,0.0,-3.0,16.419,36.522,27.421,29.1,5,5,WET,WET,1.0,4.0,17.0
PER,VER,Azerbaijan Grand Prix,fail,1.911999999999999,2.358,-2.0,10.0,23.395,21.483,46.8,2,2,MEDIUM,MEDIUM,16.0,18.0,1.0
ALB,STR,Azerbaijan Grand Prix,success,-0.5019999999999989,0.625,-11.0,9.174,21.529,22.031,45.3,3,3,HARD,HARD,29.0,30.0,14.0
STR,ZHO,Canadian Grand Prix,fail,1.3230000000000004,-0.619,17.0,7.14,25.267,23.944,42.2,3,3,HARD,HARD,47.0,49.0,10.0
ALO,NOR,British Grand Prix,fail,-0.2680000000000007,2.089,-2.0,12.083,28.691,28.959,32.1,2,2,MEDIUM,MEDIUM,33.0,34.0,4.0
STR,GAS,British Grand Prix,fail,-1.004999999999999,0.79,1.0,3.664,28.638,29.643,31.6,2,1,MEDIUM,SOFT,15.0,16.0,13.0
MSC,RIC,British Grand Prix,success,-1.1169999999999973,0.335,-2.0,0.204,29.152,30.269,31.7,2,2,MEDIUM,MEDIUM,19.0,20.0,9.0
LAT,OCO,British Grand Prix,success,-1.5020000000000024,2.579,-3.0,3.602,28.787,30.289,31.7,1,1,SOFT,SOFT,19.0,22.0,7.0
LAT,STR,British Grand Prix,success,-1.311,-0.803,-6.0,5.686,28.45,29.761,30.3,2,3,MEDIUM,HARD,39.0,40.0,9.0
MAG,OCO,Austrian Grand Prix,fail,0.3930000000000007,2.159,-1.0,1.266,22.105,21.712,29.1,2,2,MEDIUM,MEDIUM,15.0,16.0,5.0
MAG,NOR,Austrian Grand Prix,success,-5.330000000000002,-0.509,-3.0,3.958,21.994,27.324,33.2,3,3,HARD,HARD,41.0,43.0,7.0
ALB,GAS,Austrian Grand Prix,success,-0.36100000000000065,0.679,-1.0,0.073,22.297,22.658,30.7,2,2,MEDIUM,MEDIUM,11.0,12.0,12.0
ZHO,ALO,Austrian Grand Prix,fail,1.0500000000000007,-0.358,-3.0,2.258,22.599,21.549,29.8,3,3,HARD,HARD,24.0,27.0,12.0
ZHO,TSU,Austrian Grand Prix,fail,0.9439999999999991,1.213,-2.0,0.071,22.599,21.655,29.8,3,3,HARD,HARD,24.0,26.0,13.0
RIC,NOR,Austrian Grand Prix,fail,-1.346,2.282,-2.0,2.444,21.362,22.708,29.8,2,2,MEDIUM,MEDIUM,12.0,14.0,8.0
NOR,MAG,Austrian Grand Prix,fail,0.602999999999998,2.866,-1.0,1.838,22.708,22.105,29.5,2,2,MEDIUM,MEDIUM,14.0,15.0,7.0
NOR,MSC,Austrian Grand Prix,success,0.5579999999999998,2.12,-2.0,4.01,22.708,22.15,29.5,2,2,MEDIUM,MEDIUM,14.0,16.0,6.0
MSC,OCO,Austrian Grand Prix,fail,0.7809999999999988,2.92,-1.0,20.505,22.923,22.142,33.5,3,3,HARD,HARD,43.0,44.0,5.0
RUS,MAG,Austrian Grand Prix,success,-0.277000000000001,1.678,3.0,4.273,21.717,21.994,33.2,3,3,HARD,HARD,40.0,41.0,8.0
RUS,NOR,Austrian Grand Prix,success,-5.607000000000003,0.963,0.0,3.958,21.717,27.324,33.2,3,3,HARD,HARD,40.0,43.0,7.0
BOT,GAS,Austrian Grand Prix,success,-5.322000000000003,1.78,5.0,1.804,22.278,27.6,33.2,3,3,HARD,HARD,39.0,40.0,14.0
ALB,VET,French Grand Prix,success,0.705999999999996,2.83,-3.0,1.376,37.345,36.639,54.9,2,2,MEDIUM,MEDIUM,18.0,19.0,12.0
LAT,LAT,French Grand Prix,unknown,12.020000000000003,0.0,16.0,43.233,37.02,25.0,56.0,3,2,HARD,MEDIUM,38.0,41.0,16.0
VER,HAM,Hungarian Grand Prix,success,-0.3309999999999995,0.984,-2.0,14.181,21.348,21.679,27.2,1,2,SOFT,MEDIUM,16.0,19.0,2.0
VER,RUS,Hungarian Grand Prix,success,-0.5259999999999998,2.264,-1.0,0.72,21.185,21.711,26.8,2,2,MEDIUM,MEDIUM,38.0,39.0,3.0
STR,VET,Hungarian Grand Prix,success,0.40199999999999747,-0.668,2.0,1.711,21.758,21.356,26.9,1,1,SOFT,SOFT,14.0,15.0,13.0
TSU,STR,Hungarian Grand Prix,fail,-0.16799999999999926,2.793,-4.0,0.473,21.59,21.758,26.9,1,1,SOFT,SOFT,13.0,14.0,15.0
GAS,MAG,Belgian Grand Prix,success,-3.9589999999999996,2.159,-1.0,0.869,22.831,26.79,36.6,2,2,MEDIUM,MEDIUM,10.0,11.0,16.0
STR,NOR,Belgian Grand Prix,success,-0.42600000000000193,-0.767,-4.0,0.018,23.24,23.666,36.6,2,3,MEDIUM,HARD,26.0,29.0,12.0
MAG,TSU,Belgian Grand Prix,fail,-0.8170000000000002,2.031,4.0,2.932,23.419,24.236,37.2,3,2,HARD,MEDIUM,27.0,30.0,11.0
ALB,RIC,Belgian Grand Prix,success,0.2519999999999989,-0.453,-2.0,1.468,23.334,23.082,36.6,2,2,MEDIUM,MEDIUM,10.0,12.0,8.0
RIC,STR,Belgian Grand Prix,success,-0.49099999999999966,-0.834,-4.0,7.827,23.082,23.573,34.9,2,2,MEDIUM,MEDIUM,12.0,15.0,6.0
NOR,RIC,Belgian Grand Prix,success,0.5169999999999995,2.743,-4.0,2.553,23.666,23.149,36.4,3,3,HARD,HARD,29.0,32.0,10.0
MSC,LAT,Belgian Grand Prix,success,0.02400000000000091,2.153,1.0,2.444,24.175,24.151,36.2,2,2,MEDIUM,MEDIUM,14.0,15.0,14.0
GAS,ZHO,Dutch Grand Prix,success,-0.8739999999999988,-0.175,2.0,1.032,18.795,19.669,33.4,1,1,SOFT,SOFT,11.0,12.0,15.0
ALO,TSU,Dutch Grand Prix,success,0.7689999999999984,0.254,-4.0,3.239,19.552,18.783,33.1,1,1,SOFT,SOFT,12.0,13.0,11.0
ALO,MSC,Dutch Grand Prix,success,-7.334,2.42,-1.0,5.436,19.552,26.886,33.1,1,2,SOFT,MEDIUM,12.0,13.0,10.0
STR,NOR,Dutch Grand Prix,fail,0.958000000000002,2.554,-1.0,11.307,20.233,19.275,33.2,1,2,SOFT,MEDIUM,16.0,17.0,5.0
MAG,VET,Dutch Grand Prix,fail,4.628,2.662,-7.0,8.421,23.786,19.158,33.0,2,2,MEDIUM,MEDIUM,34.0,35.0,14.0
RIC,ZHO,Dutch Grand Prix,fail,-0.03200000000000003,2.138,-1.0,1.032,19.637,19.669,33.4,1,1,SOFT,SOFT,11.0,12.0,15.0
RIC,MAG,Dutch Grand Prix,fail,6.0269999999999975,2.796,-4.0,4.193,20.394,14.367,33.2,1,1,SOFT,SOFT,55.0,56.0,15.0
OCO,ALO,Dutch Grand Prix,fail,5.822000000000001,-0.748,28.0,3.457,21.663,15.841,33.2,3,1,HARD,SOFT,56.0,57.0,8.0
OCO,NOR,Dutch Grand Prix,fail,0.4460000000000015,-0.496,25.0,3.152,21.663,21.217,33.2,3,1,HARD,SOFT,56.0,57.0,7.0
OCO,SAI,Dutch Grand Prix,fail,0.5019999999999989,1.704,24.0,9.824,21.663,21.161,33.2,3,3,HARD,HARD,56.0,57.0,6.0
MSC,BOT,Dutch Grand Prix,fail,0.7579999999999991,-0.219,2.0,0.081,21.805,21.047,33.4,2,1,MEDIUM,SOFT,33.0,34.0,14.0
MSC,VET,Dutch Grand Prix,success,1.5210000000000008,2.497,0.0,6.719,20.315,18.794,33.3,3,3,HARD,HARD,47.0,48.0,15.0
VET,ZHO,Dutch Grand Prix,fail,2.7139999999999986,2.421,-3.0,1.032,22.383,19.669,33.1,1,1,SOFT,SOFT,9.0,12.0,15.0
VET,RIC,Dutch Grand Prix,success,2.7459999999999987,0.371,-2.0,2.518,22.383,19.637,33.1,1,1,SOFT,SOFT,9.0,11.0,17.0
LAT,MAG,Dutch Grand Prix,fail,-0.44899999999999807,1.585,-1.0,9.631,20.318,20.767,33.0,1,2,SOFT,MEDIUM,13.0,14.0,12.0
GAS,RIC,Italian Grand Prix,fail,0.21000000000000085,0.945,-1.0,1.947,25.363,25.153,43.7,2,2,MEDIUM,MEDIUM,18.0,19.0,7.0
ALO,HAM,Italian Grand Prix,unknown,0.7160000000000011,2.878,-2.0,0.222,25.0,24.284,43.2,2,2,MEDIUM,MEDIUM,31.0,33.0,7.0
STR,TSU,Italian Grand Prix,success,0.2749999999999986,-0.932,0.0,0.193,24.269,23.994,43.7,2,2,MEDIUM,MEDIUM,18.0,19.0,12.0
ZHO,DEV,Italian Grand Prix,fail,0.7270000000000003,0.942,-1.0,1.565,25.364,24.637,43.7,2,1,MEDIUM,SOFT,18.0,19.0,9.0
VER,NOR,Singapore Grand Prix,fail,-1.1020000000000003,2.867,-1.0,9.885,29.413,30.515,28.2,4,4,INTERMEDIATE,INTERMEDIATE,35.0,36.0,3.0
LEC,PER,Singapore Grand Prix,fail,2.474999999999998,2.637,-1.0,10.0,32.016,29.541,28.0,4,4,INTERMEDIATE,INTERMEDIATE,34.0,35.0,1.0
HAM,VER,Singapore Grand Prix,fail,11.601000000000003,-0.316,-1.0,9.203,41.014,29.413,28.0,4,4,INTERMEDIATE,INTERMEDIATE,34.0,35.0,5.0
HAM,NOR,Singapore Grand Prix,fail,10.499000000000002,1.19,-2.0,9.885,41.014,30.515,28.0,4,4,INTERMEDIATE,INTERMEDIATE,34.0,36.0,3.0
STR,TSU,Japanese Grand Prix,success,0.11999999999999744,1.081,-1.0,4.392,23.877,23.757,18.3,4,4,INTERMEDIATE,INTERMEDIATE,19.0,20.0,11.0
ZHO,GAS,Japanese Grand Prix,success,0.28500000000000014,1.145,-3.0,5.068,24.32,24.035,18.3,4,4,INTERMEDIATE,INTERMEDIATE,18.0,19.0,16.0
NOR,MAG,Japanese Grand Prix,success,-0.6969999999999992,1.09,-1.0,2.208,24.902,25.599,18.5,5,5,WET,WET,6.0,7.0,11.0
GAS,NOR,United States Grand Prix,success,-0.3490000000000002,-0.657,-3.0,7.088,23.671,24.02,35.9,2,2,MEDIUM,MEDIUM,11.0,14.0,7.0
STR,LEC,United States Grand Prix,fail,1.1090000000000018,1.228,-2.0,10.0,25.419,24.31,36.2,2,2,MEDIUM,MEDIUM,15.0,18.0,1.0
ZHO,TSU,United States Grand Prix,fail,3.5820000000000007,0.398,-1.0,3.101,27.3,23.718,35.4,2,2,MEDIUM,MEDIUM,9.0,10.0,12.0
ZHO,RIC,United States Grand Prix,success,1.0839999999999996,-0.83,-1.0,2.495,27.3,26.216,35.4,2,2,MEDIUM,MEDIUM,9.0,10.0,13.0
HAM,VER,United States Grand Prix,success,-8.056999999999995,1.532,0.0,10.0,24.167,32.224,36.7,3,3,HARD,HARD,34.0,35.0,1.0
MSC,NOR,United States Grand Prix,fail,0.9390000000000001,0.739,-5.0,8.927,24.661,23.722,35.6,2,3,MEDIUM,HARD,33.0,34.0,7.0
RUS,PER,United States Grand Prix,fail,-0.2740000000000009,0.832,-1.0,10.0,24.517,24.791,36.5,3,3,HARD,HARD,36.0,38.0,1.0
BOT,GAS,United States Grand Prix,fail,1.3240000000000016,1.154,-1.0,7.41,24.995,23.671,35.6,2,2,MEDIUM,MEDIUM,10.0,11.0,8.0
TSU,NOR,Mexico City Grand Prix,fail,-0.1410000000000018,2.904,-2.0,0.097,22.493,22.634,38.9,1,2,SOFT,MEDIUM,29.0,31.0,10.0
LAT,MSC,Mexico City Grand Prix,fail,0.12700000000000244,1.809,-6.0,0.869,23.824,23.697,39.8,1,1,SOFT,SOFT,23.0,24.0,18.0
VER,ALB,São Paulo Grand Prix,fail,8.350000000000001,1.096,-5.0,1.539,31.754,23.404,46.1,2,2,MEDIUM,MEDIUM,23.0,25.0,11.0
PER,HAM,São Paulo Grand Prix,fail,-0.33000000000000185,2.552,5.0,13.213,23.272,23.602,40.6,2,2,MEDIUM,MEDIUM,47.0,48.0,2.0
ALO,ZHO,São Paulo Grand Prix,success,-0.9430000000000014,-0.587,-2.0,2.93,23.461,24.404,47.9,2,1,MEDIUM,SOFT,14.0,16.0,12.0
LAT,VER,São Paulo Grand Prix,fail,-2.899000000000001,0.069,4.0,0.872,28.855,31.754,46.3,2,2,MEDIUM,MEDIUM,20.0,23.0,14.0
STR,TSU,Abu Dhabi Grand Prix,success,0.18700000000000117,0.947,-1.0,2.783,21.774,21.587,33.7,2,2,MEDIUM,MEDIUM,13.0,14.0,11.0
GAS,DEV,Bahrain Grand Prix,success,0.921999999999997,-0.827,-2.0,0.78,25.906,24.984,30.8,1,1,SOFT,SOFT,9.0,11.0,17.0
GAS,HUL,Bahrain Grand Prix,success,-0.17100000000000293,1.911,-5.0,0.683,25.906,26.077,30.8,1,1,SOFT,SOFT,9.0,11.0,16.0
GAS,TSU,Bahrain Grand Prix,success,0.532,1.199,0.0,1.142,24.922,24.39,29.9,3,3,HARD,HARD,25.0,26.0,11.0
GAS,ALB,Bahrain Grand Prix,fail,0.03200000000000003,2.81,1.0,9.428,24.922,24.89,29.9,3,1,HARD,SOFT,25.0,26.0,10.0
STR,RUS,Bahrain Grand Prix,success,0.2339999999999982,2.096,-3.0,8.685,24.624,24.39,29.7,3,3,HARD,HARD,30.0,31.0,6.0
DEV,PIA,Bahrain Grand Prix,unknown,-0.015999999999998238,1.919,-2.0,3.109,24.984,25.0,30.6,1,1,SOFT,SOFT,11.0,13.0,16.0
TSU,ALB,Bahrain Grand Prix,fail,0.2339999999999982,2.976,-1.0,0.396,25.249,25.015,30.8,1,1,SOFT,SOFT,10.0,11.0,12.0
ALB,OCO,Bahrain Grand Prix,success,0.030999999999998806,2.537,-4.0,9.278,25.015,24.984,30.6,1,1,SOFT,SOFT,11.0,12.0,9.0
NOR,SAR,Bahrain Grand Prix,fail,7.155000000000001,-0.991,-2.0,5.147,32.749,25.594,30.8,1,1,SOFT,SOFT,10.0,12.0,10.0
NOR,ALB,Bahrain Grand Prix,fail,7.734000000000002,1.015,-1.0,0.396,32.749,25.015,30.8,1,1,SOFT,SOFT,10.0,11.0,12.0
RUS,ALO,Bahrain Grand Prix,fail,1.203000000000003,-0.468,-1.0,0.266,26.984,25.781,30.5,1,1,SOFT,SOFT,13.0,14.0,4.0
MAG,HUL,Saudi Arabian Grand Prix,success,-0.593,0.619,-3.0,0.622,20.922,21.515,31.7,2,2,MEDIUM,MEDIUM,8.0,11.0,13.0
ZHO,GAS,Saudi Arabian Grand Prix,fail,0.9840000000000018,2.418,-3.0,4.704,21.687,20.703,31.3,2,2,MEDIUM,MEDIUM,11.0,14.0,9.0
BOT,PER,Australian Grand Prix,success,3.875,0.0,0.0,12.582,21.671,17.796,34.4,1,2,SOFT,MEDIUM,1.0,2.0,18.0
VER,PER,Azerbaijan Grand Prix,fail,0.264999999999997,-0.613,-1.0,10.0,20.749,20.484,42.4,2,2,MEDIUM,MEDIUM,10.0,11.0,1.0
GAS,SAR,Azerbaijan Grand Prix,success,-0.7810000000000024,0.648,-3.0,1.83,20.281,21.062,43.3,2,2,MEDIUM,MEDIUM,5.0,8.0,17.0
ALB,PIA,Azerbaijan Grand Prix,fail,0.10899999999999821,1.671,-1.0,0.604,21.078,20.969,41.6,2,2,MEDIUM,MEDIUM,7.0,8.0,12.0
NOR,STR,Azerbaijan Grand Prix,fail,-2.780999999999999,2.504,-2.0,0.085,20.359,23.14,42.2,2,2,MEDIUM,MEDIUM,9.0,11.0,6.0
HAM,ALO,Azerbaijan Grand Prix,fail,-2.843,-0.658,-2.0,2.033,20.313,23.156,42.2,2,2,MEDIUM,MEDIUM,9.0,11.0,4.0
HAM,OCO,Miami Grand Prix,success,0.25,1.457,-2.0,6.048,22.187,21.937,34.6,3,3,HARD,HARD,37.0,39.0,6.0
GAS,RUS,Miami Grand Prix,fail,0.12399999999999878,2.935,-2.0,8.31,22.453,22.329,34.4,2,2,MEDIUM,MEDIUM,15.0,17.0,5.0
HUL,TSU,Miami Grand Prix,fail,0.9690000000000012,-0.859,-3.0,1.194,23.219,22.25,34.9,3,3,HARD,HARD,33.0,36.0,10.0
SAR,NOR,Miami Grand Prix,fail,24.828999999999997,-0.934,-2.0,3.407,48.906,24.077,33.7,2,1,MEDIUM,SOFT,2.0,4.0,19.0
SAR,PIA,Miami Grand Prix,fail,26.641,2.083,-3.0,0.151,48.906,22.265,33.7,2,1,MEDIUM,SOFT,2.0,5.0,18.0
MAG,PER,Monaco Grand Prix,fail,22.032000000000004,-0.713,52.0,10.676,51.078,29.046,31.3,3,4,HARD,INTERMEDIATE,56.0,57.0,17.0
DEV,NOR,Monaco Grand Prix,fail,-9.216999999999999,2.963,49.0,9.375,24.219,33.436,34.9,2,3,MEDIUM,HARD,53.0,54.0,11.0
HAM,SAI,Monaco Grand Prix,fail,0.2339999999999982,2.699,-2.0,7.418,24.468,24.234,38.4,2,3,MEDIUM,HARD,31.0,33.0,6.0
TSU,OCO,Spanish Grand Prix,success,-2.0459999999999994,2.833,2.0,0.179,22.047,24.093,30.2,3,2,HARD,MEDIUM,34.0,35.0,7.0
DEV,MAG,Spanish Grand Prix,success,0.4209999999999994,0.837,-1.0,0.215,22.499,22.078,31.8,1,1,SOFT,SOFT,9.0,10.0,14.0
ALB,BOT,Spanish Grand Prix,success,-0.5310000000000024,1.368,-13.0,2.172,23.531,24.062,30.1,3,3,HARD,HARD,37.0,39.0,18.0
BOT,MAG,Spanish Grand Prix,fail,1.796000000000003,-0.389,16.0,3.095,24.062,22.266,29.9,3,3,HARD,HARD,39.0,42.0,17.0
GAS,STR,Canadian Grand Prix,fail,3.7970000000000006,-0.421,-1.0,0.838,27.5,23.703,30.9,1,2,SOFT,MEDIUM,10.0,11.0,17.0
GAS,TSU,Canadian Grand Prix,success,-3.421999999999997,1.752,-10.0,2.849,24.109,27.531,30.7,3,3,HARD,HARD,33.0,34.0,17.0
ZHO,MAG,Canadian Grand Prix,success,2.608999999999998,1.257,-15.0,39.124,27.531,24.922,30.5,3,3,HARD,HARD,32.0,35.0,18.0
ZHO,TSU,Canadian Grand Prix,fail,0.0,0.806,-13.0,2.849,27.531,27.531,30.5,3,3,HARD,HARD,32.0,34.0,17.0
HUL,GAS,Canadian Grand Prix,success,0.0779999999999994,-0.949,-3.0,0.515,24.187,24.109,30.5,3,3,HARD,HARD,31.0,33.0,18.0
HUL,TSU,Canadian Grand Prix,success,-3.3439999999999976,1.37,-13.0,2.849,24.187,27.531,30.5,3,3,HARD,HARD,31.0,34.0,17.0
NOR,BOT,Canadian Grand Prix,fail,-0.4839999999999982,2.0,-13.0,2.69,23.562,24.046,32.3,3,3,HARD,HARD,35.0,36.0,11.0
SAI,LEC,Canadian Grand Prix,fail,-0.28100000000000236,1.782,-1.0,20.097,24.156,24.437,32.3,2,2,MEDIUM,MEDIUM,38.0,39.0,4.0
GAS,STR,Austrian Grand Prix,success,-2.483999999999998,1.673,-1.0,0.747,21.765,24.249,34.5,2,2,MEDIUM,MEDIUM,14.0,15.0,6.0
MAG,ALO,Austrian Grand Prix,fail,10.062000000000001,0.0,-1.0,2.696,26.593,16.531,32.1,3,3,HARD,HARD,1.0,2.0,6.0
MAG,HUL,Austrian Grand Prix,fail,9.905999999999999,0.0,-4.0,1.359,26.593,16.687,32.1,3,2,HARD,MEDIUM,1.0,2.0,7.0
MAG,NOR,Austrian Grand Prix,fail,8.530999999999999,0.0,-1.0,1.932,26.593,18.062,32.1,3,2,HARD,MEDIUM,1.0,2.0,5.0
MAG,DEV,Austrian Grand Prix,fail,1.2800000000000011,-0.782,7.0,2.865,22.233,20.953,31.7,3,3,HARD,HARD,34.0,37.0,15.0
DEV,SAR,Austrian Grand Prix,fail,-2.171000000000003,2.764,-2.0,0.168,21.031,23.202,34.1,2,2,MEDIUM,MEDIUM,12.0,14.0,15.0
TSU,MAG,Austrian Grand Prix,success,3.6560000000000024,0.0,0.0,2.923,29.312,25.656,32.1,2,2,MEDIUM,MEDIUM,1.0,2.0,19.0
TSU,DEV,Austrian Grand Prix,fail,12.359000000000002,0.0,-1.0,1.233,29.312,16.953,32.1,2,2,MEDIUM,MEDIUM,1.0,2.0,18.0
TSU,BOT,Austrian Grand Prix,fail,12.219000000000001,0.0,-1.0,2.002,29.312,17.093,32.1,2,3,MEDIUM,HARD,1.0,2.0,17.0
OCO,ALB,Austrian Grand Prix,fail,2.25,2.357,-1.0,6.616,30.437,28.187,31.4,3,3,HARD,HARD,40.0,41.0,10.0
RUS,GAS,Austrian Grand Prix,success,-6.155000000000001,1.943,-3.0,5.674,21.688,27.843,31.3,3,3,HARD,HARD,41.0,44.0,7.0
BOT,PIA,Austrian Grand Prix,fail,1.8910000000000018,0.963,13.0,1.105,31.797,29.906,32.8,3,3,HARD,HARD,21.0,22.0,17.0
BOT,TSU,Austrian Grand Prix,success,0.5620000000000012,2.112,-1.0,2.944,21.968,21.406,31.3,2,3,MEDIUM,HARD,40.0,43.0,14.0
PIA,TSU,Austrian Grand Prix,fail,2.5939999999999976,1.293,-14.0,1.366,29.906,27.312,32.5,3,3,HARD,HARD,22.0,23.0,15.0
GAS,ALO,British Grand Prix,fail,-0.12399999999999878,2.632,-3.0,11.403,28.5,28.624,31.4,2,2,MEDIUM,MEDIUM,31.0,33.0,4.0
PER,GAS,British Grand Prix,success,-0.43799999999999883,1.246,-3.0,0.537,28.062,28.5,32.8,2,2,MEDIUM,MEDIUM,28.0,31.0,6.0
NOR,PIA,Hungarian Grand Prix,success,0.3910000000000018,2.066,-3.0,11.419,21.547,21.156,49.9,2,2,MEDIUM,MEDIUM,17.0,18.0,2.0
LEC,SAI,Hungarian Grand Prix,success,-0.6090000000000018,1.85,-3.0,1.47,21.421,22.03,48.1,3,3,HARD,HARD,43.0,44.0,6.0
SAR,MAG,Hungarian Grand Prix,fail,1.2809999999999988,1.333,-1.0,0.414,23.999,22.718,49.3,2,2,MEDIUM,MEDIUM,13.0,14.0,12.0
GAS,OCO,Hungarian Grand Prix,unknown,0.0,0.0,-4.0,22.181,25.0,25.0,49.5,1,2,SOFT,MEDIUM,1.0,2.0,19.0
NOR,OCO,Belgian Grand Prix,success,1.9060000000000024,-0.904,-1.0,1.753,24.984,23.078,31.4,2,1,MEDIUM,SOFT,5.0,6.0,15.0
OCO,SAI,Belgian Grand Prix,success,-0.15700000000000003,1.803,-1.0,2.662,23.078,23.235,31.5,1,1,SOFT,SOFT,6.0,7.0,13.0
